content,pos,neg,query
Que difiiiicil es la gente que trabaja en telcel.. #odio telcel,0,1,telcel
"Hoy tuve un d'ia pesadito, y me merezco un #starbucks.. voy por el, los leo ma'nana!",1,0,starbucks
"Hay muchos problemas con la Red, todo se a vuelto problem'atico 'ultimamente .aunq la se'nal en Movilnet sigue siendo mejor q mov'istar.",0,1,movistar
Que le pasa a mi red? @telcel siempre fallas GRRRR...,0,1,telcel
"@egs736: TELCEL..  #novalesmadre// NEXTEL esta igual, y la mayoria de cosas en mexico en estos momentos",0,1,telcel
"Pinche @telcel, te cobran una fianza de 200 pesos cada a'no por tener in plan #chinguenASuMadre #telcelApesta",0,1,telcel
"â€œ@beckps3: Cada dia que pasa mi odio por @telcel va en aumento, que porquer'ia de servicio!â€ù +1000",0,1,telcel
Ay no otro d'ia sin #telcel y su banda ancha #esneta ? !!!!!!!!!,0,1,telcel
&gt; @Alesita_l: Maldita red! Nada mas salgo de casa y vale madre! #iusacell apesta! // +1,0,1,iusacell
Llev'o dos d'ias sin cable ? #telmex,0,1,telmex
"Siii, pero apesta xD! RT @Riicardo Movistar se quiere reivindicar con esa papota hahaha.",1,0,movistar
MALISIMOOOOOOOOOOOOOOOOOOOO en mayusculas jejeRT @victor628: Hoy movistar estuvo pero MAL!,0,1,movistar
"Muy mal por @iusacell. No quer'ia que me convencieran de comprar, ya iba a eso. Quer'ia un chip, que no tuvieron, y no saben cuando tengan.",0,1,iusacell
Y un capuccino vainilla de Starbucks :9 Y es la cosa m'as deliciosa *Q*,1,0,starbucks
"Tengo que esperar sobre 72h a que los de movistar se dignen a enviarme un sms con mi clave para poder sacar mi BB nueva, MANDA COJONES. !",0,1,movistar
Quiero starbucks,1,0,starbucks
Me he dado de baja en Movistar en complot con un vendedor de terminales  #EnelLotero,0,1,movistar
Alguien me puede decir que carajos le pasa a movistar????,0,1,movistar
No se que pasa con #telcel ! No tengo reeeed!,0,1,telcel
Telmex no quiere confrontacion con medios por eso los periodistas estan prevenidos de no atender nuestras denuncias,0,1,telmex
pfff reviviendo con un cafe en starbucks Fresno CA,1,0,starbucks
Cambiar de equipo en telcel es mas complicado que el baldor #telcelnotienelabandaancha,0,1,telcel
"@Shevlis: @gallo1916: 17800 locales de StarBucks en 49 Pa'ises.//Que dato tan 'util. Y afortunadamente solo conozco 1,y porque no habiamas",0,1,starbucks
PPphone=red vodafone +movil=red orange. Las tarifas de datos de movistar y las de tuenti son una mierda...ofrecen super pocos datos y ...,0,1,movistar
lo que dar'ia yo en este momento por un caramel machiatto del @Starbucks,1,0,starbucks
A quien le estuvo fallando la RED de Telcel???????? =(,0,1,telcel
Dame info @IUSACELL de el plan negocios 700 elite,1,0,iusacell
â€œ@thewhiteange: @maallx para que los veas y digas oh putos globos me cagan ire a movistar oknoâ€ù // LOL!,0,1,movistar
#TerribleServicio en #Telcel cuantos de ustedes no se han quedado sin red durante este a'no?? cc @yomeratescribo,0,1,telcel
Loos que sean movistar manden la palabra voz y te regalan 30min a movistar :D,1,0,movistar
"Ya estoy de regreso fui a meter una demanda a Telmex, Ya apartir de Agosto no existira mas, logre que la cerraran x Mal Servicio #Raza",0,1,telmex
Aun asi estoy muy ilusionada y ya quiero llegar a la cd del starbucks! #hereIgo #WishMeGoodLuck !,1,0,starbucks
Ya fui por mi microSIM de prueba con telcel. Ni 5 min tardaron para salir ya funcionando sin problemas ni trabas. Me fall'o @clubmovistarmx,1,0,telcel
Que se te vaya el internet de Telcel #NoEsDeDios :/,0,1,telcel
"A ver si con estas sanciones Telcel se pone al corriente, se ha ca'ido mucho la red por mi casa",0,1,telcel
"Soy el 'unico o de nuevo, para variar, esta fallando el servicio de @IUSACELL?",0,1,iusacell
Yeah!!! gracias a los de @Telmex ya me dieron mi aumento de velocidad!!!!,1,0,telmex
Maldito Telcel/Blackberry y su INSERTE SIM ! El maldito chip estaba puesto!! FML !,0,1,telcel
Ahhhhh que la chingada con esos de #Telmex,0,1,telmex
#movistar no me creo que la forma de cancelar toda la mierda de publicidad que envian cumpla con la LODP,0,1,movistar
No hay cosa que mas deteste que el 'buz'on telcel',0,1,telcel
chaa noo tengo dinero y ya tengo q ir a pagar la renta del plan telcel :S,0,1,telcel
Mov'istar no sirve hoy y nadie da respuesta #HDP,0,1,movistar
"Qu'e coraje, dej'e el cargador de mi telcel en la oficina!",0,1,telcel
Jaaa en #movistar se creen chingones xq tienen internet x dia semana o mes no conocen lo qe es ilimitado pobrecitos jajaja,0,1,movistar
"Dicen que para @telcel es muy importante mi opini'on, as'i que arreglen la chingada red",0,1,telcel
2 horas y media en telcel!! pero valio la pena por la se'norita que me atendio &lt;3,1,0,telcel
@Iusacell: Invasi'on Android Iusacell: 10 de Julio http://t.co/EJfH8I0 #nosirve #gdl. Metanse a foros o preguntenos a los estafados #fail,0,1,iusacell
Hay que ver que todav'ia no me han activado el numero del m'ovil ... ODIO PARA MOVISTAR.,0,1,movistar
#competencia #yomedeclaro vs la condonaci'on de la multa a #TELCEL. X k los comisionados callan a #P'erezMota?!?!?! #ratas #monopolio!!,0,1,telcel
"No entrar'e en dos d'ias, me quitaran el black porque no funciona mi pin:c odio a telcel.",0,1,telcel
Ashhh me choka k me token ni'nas enteleridas en atencion al cliente en #telcel me desesperan y me hacen perder mi tiempo Xeso ya no renovare,0,1,telcel
"desde este momento dejo de ser cliente Claro (chantas, prepotentes y ldrones). Hago ingreso al mundo Movistar. A DIOS",0,1,movistar
como me encanta el frapuchino a y voy #Starbucks,1,0,starbucks
Aca no en megacable mi papa peleandose con el viejo #mahpeleonero,0,1,megacable
Alguien mas se dio cuenta de lo mucho que apesto movistar hoy? Si verdad..,0,1,movistar
eso de escuchar pl'aticas de terceros en starbucks jaja voy a escribir un libro,1,0,starbucks
"Est'upido Telmex, como siempre tu internet est'a fallando.. #poseste",0,1,telmex
El popu RT @Rolando_Hill: hola me cago en movistar tengo toda la noche en edge y deje a medio mundo en R,0,1,movistar
El anuncio de la amistad de Movistar me parece una mieLLLdaaa!!! Ea! Ya lo he dicho!!,0,1,movistar
"No se que es peor pagar por mega el inche internet o seguir esperando que telmex corrija su porqueria de servicio, ya varios dias sin DSL",0,1,telmex
Movistar lanza una aplicaci'on como nueva v'ia de atenci'on al cliente a trav'es de facebook http://inpl.co/0eD3O3 #Movil #tech,1,0,movistar
"Deber'ian cambiar su slogan, #Telmex comprometidos con darle el peor servicio.",0,1,telmex
Muy buena idea de Youtube poner la Copa Am'erica en streaming y como siempre saltan los defectos de la red de Telcel,1,0,telcel
Y iphone4 ? RT @Presid_Movistar: En Movistar tenemos todo para ti http://t.co/vPAloVb,1,0,movistar
Gente de megacable ya tengo 2 d'ias sin servicio y nada de nada. Que calidad de servicio es ese.,0,1,megacable
Otra vez falla #telcel ?,0,1,telcel
Estoy a dos segundos de demandar a Telcel o por lo menos de no volver a pagarles un peso por el p'esimo servicio.,0,1,telcel
Menos mal movistar me Regala internet Te amo Movistar xD,1,0,movistar
Un dia y medio sin internet jaja que horror con telcel,0,1,telcel
"Pero bueno, sera que Movistar ahora es de todos?",0,1,movistar
Esta fallando el sistema en mi telcel ptm,0,1,telcel
Yey! los planes de datos de Telcel ya se diversificaron. Ahora est'a mucho m'as flexible el asunto. Bien por la competencia de movistar! : ),1,0,telcel
Por que es tan dificil que en starbucks te sirvan un cafe como lo pides?,0,1,starbucks
Movistar esta de huevo hoy ...,0,1,movistar
"IMPORTANTE!!!! MA'nANA SE HACE EFECTIVA LA HUELGA EN #STARBUCKS, HABRAN SOLO BARISTAS DE DOS MESES ATENDIENDO; RECOMENDAMOS VERIFICAR SU CAFE",0,1,starbucks
"Amo la se'naaaal de iusacell en playa del carmen , es muy buena",1,0,iusacell
Mi internet se mantiene muy lento cuando estoy en 3G. Â¿Qu'e se cree Telcel?,0,1,telcel
ptm telcel no hay cobertura!!,0,1,telcel
No hay manera de actualizar el Sistema Operativo a 2.1 porque Movistar no quiere pues...,0,1,movistar
Sin internet en la oficina gracias #telmex por su da'no masivo?,0,1,telmex
Ya ni pq paso cerca de una antenotota de @telcel tengo buena recepcion #faill,0,1,telcel
"Yoigo, Orange y los OMV ponen contra las cuerdas a Movistar y Vodafone: Hace unas semanas Movistar y Vodafone an... http://menea.me/s31b",0,1,movistar
"Insisto, Movistar es una mierda =/",0,1,movistar
"Tengo un iPhone 3GS con la red Iusacell. Aunque la atenci'on al cliente es excelente, la red super lenta: 10 segundos para un retweet",0,1,iusacell
Movistar es una real BASURAAAAA,0,1,movistar
Me choca! Telcel siempre tiene broncas con la linea! Aghi,0,1,telcel
"Hoy me lleg'o un mensaje de HeyWire anunciando que Telcel los ha deshabilitado para enviar y recibir mensajes; nada nuevo, ya lo esper'abamos.",0,1,telcel
@daimarub: seguro tas en starbucks comprando tu caf'e y recordaste el anuncio de Bubl'e!! Jaja suerteee// stoy ahi  y la pusieron ..#loveit,0,1,starbucks
"movistar de mierda, hoy se la lucio...",0,1,movistar
buen dia a tods despues de q me despertara el de telmex ahora si un cafesito con un chino #qrico #twon,0,1,telmex
"Como llamarme a mi:p okno. RT @Moytirado: Lastima que yo no soy Movistar, hubiera gastado esos minutos en cosas muy productivas.",0,1,movistar
"Awww, resulta que no puedo ver el App world por la se'nal. Reanudo mi explicaci'on en resumen. Chinga tu madre, Telcel.",0,1,telcel
enjoei de starbucks culpa da @enchorsonfire '-',0,1,starbucks
"Definitivo #heywire jala con todo, menos telcel! #ptm",0,1,telcel
Falla masiva de datos movistar @Presid_Movistar  @Redes_Movistar  que tal ? Chacao....!!!,0,1,movistar
Los $46 pesos peor gastados de mi vida fue ahorita con un 'frapuccino cream' de fresa -.-' azh starbucks! Primera decepci'on que me das!!!,0,1,starbucks
q porqueria de se'nal (movistar) en mi cuarto no hay nahh de se'nal nama como 1 rayita!,0,1,movistar
NUEVA CAMISETA: StarBucks?? FUCKS  http://tinyurl.com/6xfopgr,0,1,starbucks
Que pesimo servicio ha tenido movistar ultimamente...!!,0,1,movistar
Movistar esta MUY pote RT @carlacpr5: la unica que esta en 3g en el blackberry soy yo? o movistar esta pote?,0,1,movistar
Calle 13 en Movistar Arena... 6 de Septiembre! http://t.co/MGTUl4l v'ia @puntoticket,1,0,movistar
Los servicios de Movistar cada dia peor mas de una semana lleva pero para el cobro de la renta si est'an al d'ia,0,1,movistar
Me frustra cuando deseas comunicarte con alguien al celular y te contesta la grabaci'on de Telcel del buz'on (hooola @lolourita).,0,1,telcel
Q bien q soy MOViSTAR :P,1,0,movistar
#elmejorinvento STARBUCKS.,1,0,starbucks
â€œ@MoraTheBeat: Desgraciado #Telcel por no permitir la recepci'on de SMS por HeyWire.â€ù // yo lo tengo te lo puedo pasar,0,1,telcel
son ideas mias o movistar no esta sirviendo para una mierda..,0,1,movistar
"pinche Telmex XD son crueles conmigo, me suben mi velocidad a la maxima y por supuesto la linea no la aguanta, me dejan sin internet T_T",0,1,telmex
"Y a la otra? Estoy que lo tiro RT @ClemenSimons: No, yo no puedo con tanto. No llega nada!!!! RT @AmparoJHO: Mierda, movistar es lo peorrr.",0,1,movistar
No es real el tiempo que te hacen esperar en #Telcel para que haya 6 ventanillas sin ocupar,0,1,telcel
Hace rato queria una tapioca.. Ahora quiero ir a Starbucks,1,0,starbucks
Extra'no ir a Starbucks y gastarme 150 pesos DIARIO!,1,0,starbucks
Mi estadoo: #enputadisima con @Telcel si graciass rateros de saldo de #blackberry graciass WTF,0,1,telcel
MOVISTAR INAUGURA NUEVA OFICINA DE DEFENSOR'iA DEL CLIENTE. http://t.co/1lMQ2mB,1,0,movistar
Me roban el celular y a telcel le vale madre... pendejos contesten o no les pago la proxima mensualidad,0,1,telcel
Eres mas lento que movistar ayer.,0,1,movistar
no hay internet... movistar speedy de mierda!!!,0,1,movistar
Necesito que venga Starbucks a Paraguay... le estoy a punto de escribir a Menchi para que me cumpla el sue'no.,1,0,starbucks
Mi internet est'a fallando. Ma'nana llevar'e el m'odem a @Telmex y si me salen con que tengo que llamar se lo meter'e por el culo a sus empleados,0,1,telmex
Q bueno es el caf'e en Starbucks,1,0,starbucks
Increiblemente los ineptos de #Movistar no habian bloqueado mi l'inea (x 2da vez) y como gratitud me mandan a casa el lunes un #BlackBerry,0,1,movistar
Sin paquete de datos en mi BB hasta el martes Gracias a @Telcel,0,1,telcel
Ma'nana llamadas libres de fijo a Moviles Movistar â€œ@ilusionista941: amigo celebremos la victoria de venezuela con msj gratis.â€ù,1,0,movistar
Es incre'ible ver a un sr de m'as de 70 a'nos haciendo estas filas de @Movistar : Malestar #Movistar,0,1,movistar
"Despu'es de que Movistar estuvo mierda y asqueroso todo el dia de hoy, ya tengo mis 30 min y 50mb para navegar :D",0,1,movistar
al diablo con las propagandas de telmex que interrumpen los programas.,0,1,telmex
Como imagin'e hasta el lunes... Los de #Telmex no cumplieron con su palabra y servicio,0,1,telmex
La red de datos de Telcel pa' llorar.  #nomamen.,0,1,telcel
"Que tristeza que, el hombre m'as rico del mundo, sea el due'no de la peor empresa prestadora de servicios #Telcel. RT si est'as de acuerdo.",0,1,telcel
"PERO TE DEJO POR OTRO MEJOR, adios movistar hola YOIGO",0,1,movistar
No al monopolio de @Telcel ya es tiempo de que los mexicanos tengamos algo claro es mejor @Unefon,0,1,telcel
Ughh odio los mensajes de movistar!! :@,0,1,movistar
Acaso estoy en Europa? Es la 'unica manera de entender que no tengo se'nal si TODO M'eXICO es territorio #telcel!,0,1,telcel
Por fin despu'es de una larga espera solucionaron los problemas con la comunicaci'on en movistar mas finooo!!!,0,1,movistar
"Vergacion de mala es la se'nal de movistar, le acabo de meter 200 bs y no tengo se'nal",0,1,movistar
Estos de movistar...casi toda tarde sin servicio...buenas noches!,0,1,movistar
tuiti'e @telcel no me ha dado mi equipo... y me responden: te mandamos un DM verif'icalo...y ni ese me ha llegado u. u,0,1,telcel
Megacable no alcanza las velocidades que vende. Es como pagar por i a coca de 3 litros y recibir 500ml.,0,1,megacable
Y megacable se lleva el premio al peor servicio de atencion a clientes! Pesimo,0,1,megacable
no pude dormir hasta las 5am gracias al maldito insomnio y telmex m dspierta ahorita con sus llamadas insistents solo para hacerme kedar mal,0,1,telmex
"totalmente de acuerdo!! RT: @diegmt Movistar, con la cantidad de dinero que me robas pod'ias mejorar el servidor de tu p'agina web. Gracias.",0,1,movistar
"Nefasta empleada de #Megacable #animas #xalapa, espero no se la topen, si se la topan, rep'ortenla!. http://yfrog.com/kfknsowj",0,1,megacable
Le exijo a @Telcel que nos d'e soluci'on! o m'inimo que nos haga descuento por dejarnos sin internet. RT si est'as en las misma situaci'on.,0,1,telcel
Ya mi iphone es mexicanooo .. Ahora si amo telcel,1,0,telcel
"en conclusion, ecuador esta obligado a dos opciones #movistar y #claro basura de servicio, respeten a sus consumidores...",0,1,movistar
Dios! Porque tardan tanto en autorizar un plan en Telcel y en domingo #noesdedios,0,1,telcel
"Es mi celular, o no hay red telcel?????",0,1,telcel
Movistar me llama para preguntarme si quiero que me aumenten la renta por una miseria de segundos.. Â¿Aja? Chao vale :),0,1,movistar
Para cuando un Starbucks en CyC?,1,0,starbucks
"la grandisima put.. que pario a movistar. Cuantas cosas he dejado de hacer hoy, gracias a ellos!!",0,1,movistar
personal o movistar ??,0,1,movistar
Movistar me est'a jodiendo?? Anda como el orrrrrrtooooooo... ni un puto msje llega al momento que quiero enviarlooo #fackkkk,0,1,movistar
"Hoy, con tanto sentimiento, Movistar deber'ia regalarnos por lo menos el culo.",0,1,movistar
Starbucks estrena aplicaci'on para iOS y Android: http://t.co/BzN9eLw #Tecnolog'iaald'ia,1,0,starbucks
"Maldito celular, lo compraron hace 2 semanas y ya est'a malograndose xD y eso que fue comprado en #Movistar :D",0,1,movistar
Est'an chidos los comerciales de telcel de #checoperez y el de la escuder'ia Telmex cn todos los mexicanos #GPSilverstone #F1,0,1,telcel
Cuando Movistar se pone a regalar msj y MB es porque en alg'un momento te va a joder con la renta o una vaina. #Traumado,0,1,movistar
Primero que nada :) quiero q sepan q movistar me tiene el guevo flaco y segundo :) buenos dias :$,0,1,movistar
Bold2 De Movistar Descargando 40KB/s Debe Ser Bueno...,1,0,movistar
"Este es mi primer tweet. Saludos desde mi #BlackBerry 9300 de #Telcel. No se me ocurre nada! A punto de cenar. No, no no.. ;)",1,0,telcel
Sera qe no lo parte su Cel? Rt @carlosabiad Amo el 3G de mi tlf aunque ayer movistar no servia para nada esperemos que no se repita :D,1,0,movistar
Tipo que odio Movistar y su porquer'ia de se'nal con toda mi vida.,0,1,movistar
que mierda es movistar :(,0,1,movistar
"Por qu'e si gasto 11â‚¬ Movistar me cobra 27? De verdad, no lo entiendo. A Vodafonne que van!",0,1,movistar
"No se de que tanto se quejan si movilnet es un asco igual que digitel, @Presid_Movistar movistar es lo mejor que tenemos, y anda muy bien.",0,1,movistar
Odio megacable .i.,0,1,megacable
"...Y, como era de esperarse, s'olo me despertaron para darme una noticia falsa. Sigo teniendo la misma conexi'on mierdera de siempre. @Telmex",0,1,telmex
#PM arrepentida de venir a Telcel de Reforma 222 #EstaBienNaquito,0,1,telcel
Dia 4 @iusacell Sirve la navegaci'on 30 minutos y uno cree que todo estar'a bien por los pr'oximos 30 d'ias.,0,1,iusacell
cuando sera el malditho dia que me podre tomar un cafe en starbucks???? :l,0,1,starbucks
Sin tele!!! @Megacable te odio grrrrrrrrrr,0,1,megacable
que ladilla con movistar -.-,0,1,movistar
Que rabia cuando veo el movistar y al lado GSM,0,1,movistar
Sin informacion de los de Telcel Â¬Â¬ ya quiero mi telefono u_u,0,1,telcel
waa por quee se tenia que ir mala onda y telmex todavia no viene,0,1,telmex
Amo los Frapuccino Mocca de Starbucks ? son tan deliciosos! Siempre compro uno venti.,1,0,starbucks
Yo me cambiar'e nuevamente a Movistar!,1,0,movistar
Me est'an respondiendo de @movistar !!!Gracias @ricardoibanez,1,0,movistar
dificil que a #Movistar le den la banda de 2100Mhz esa se la reserv'o el gobierno...a menos que se negocie x los caminos verdes #YoMalPensao,0,1,movistar
Que dia tan estresante!! Movistar hoy la votaste :@,0,1,movistar
:S no mamen!!! En mi celular donde deberia decir Telcel dicen Elcel,0,1,telcel
Movistar se ha vuelto amable conmigo y no me ha cobrado la renta todav'ia.,1,0,movistar
"No tengo se'nal de @Telcel Â¬Â¬ â€_ nada de nada, a quien m'as le pasa???? (Estoy segurisima que no soy la 'unica)",0,1,telcel
recuerdenme ma'nana marcar a telcel para pelear con ellos.,0,1,telcel
obviamente #movistar me quer'ia cagar con el nuevo plan del celular... #TanFefe,0,1,movistar
Listo ya tengo navegacion 3g en mi cel estaba mames programado ahora s'i a disfrutar la red m'as r'apida de M'exico.....iusacell,1,0,iusacell
En el Starbucks reclamando por un cafe amargo junto a @Tanchi_n la cual me env'ia a mi a reclamar,1,0,starbucks
Ahhhh!!! Maldita viejaaa!!! Ya sal del Ba'noooo!!!  Me choca la gnete q se tarda horas y mas en starbucks que solo hay 1 ba'no!!!,0,1,starbucks
Odio el Internet de telcel es una porqueria #fail,0,1,telcel
Es mi cel o es movistar? .. Que p'esimo esta!,0,1,movistar
Dios! Que mierda ha estado #Movistar!,0,1,movistar
Considerando seriamente cancelar la linea Telmex solo sirve para q llamen a numero equivocado o cobrar a gente q ni conozco!,0,1,telmex
que co'no le pasa a Movistar??,0,1,movistar
"Odioooooo a telcel!!!! Por muchas razones, entre otras... http://t.co/pPCafAh",0,1,telcel
Esto no es de Dios! La fila de servicio a telcel es larguisima!!,0,1,telcel
"Fans Mercurianas de Aguascalientes,  ma'nana habr'a una reuni'on en Starbucks de altaria, para reunir fans. Ya les confirmamos la hora!",1,0,starbucks
-No mames... ! Me acaba de hablar Marco Antonio Regil Â¡ y me dijo: Activa tu buz'on telmex,0,1,telmex
"Que pasa con la conexion de internet,a estas hrs! esta mas lenta que la de #TELMEX, enserio que es desesperante #soportemaxcom",0,1,telmex
Que porqueria eres MOVISTAR,0,1,movistar
Mi ira contra Megacable la manifestar'e comprandome una bicicleta. *toma sus llaves y azota la puerta*.,0,1,megacable
Dios e.e Movistar es m'as barato que Telcel Â¬Â¬,0,1,telcel
Me matare con unas sincronizadas y un Starbucks #sufrocomoelmitre,1,0,starbucks
Pagar por un servicio como el de movistar es absurdo,0,1,movistar
"Quisiera que movistar dejara de acosarme, me tiene cansada con sus mensajes y yo sin responderle.",0,1,movistar
Y no se preocupen su faveadora favorita seguir'a aqu'i hasta que TELMEX me corte el internet por exceso de pago.,0,1,telmex
Vengo a telcel a contratar plan de datos y no hay internet #codosdemiarda,0,1,telcel
De verdad que hace falta un starbucks en Panama!!! Alguien traiga la franquicia porfavor,1,0,starbucks
A los que ya no les sirve el HeyWire creo que es por que telcel lo bloqueo para sus n'umeros.,0,1,telcel
Definitivo... ODIO a #Iusacell mal servicio y le da frio con las lluvias!! #fail,0,1,iusacell
La tercera es la vencida!!! Auuuch maldito coraje!!!! Me duele!!!! ODIO A #TELCEL,0,1,telcel
"#SeBusca empleado de mal aspecto f'isico, mala disposici'on y con ganas de complicarle la existencia a los clientes para mis Centros Telcel",0,1,telcel
Veamos... me voy a pasar a froyo oficial de Telcel XD,0,1,telcel
Me cae muy bien que nuestras reuniones de negocios sean en starbucks @ozukisan #win,1,0,starbucks
"Hoy es el primer d'ia de trabajo, llegu'e antes jaja pero ya encontr'e un Starbucks, creo esto ser'a el comienzo de una linda amistad jaja...",1,0,starbucks
x lo general odio hablar con operadoras pero debo decir q la srita de Telcel que me atendio fue muuy amable :),1,0,telcel
Quiero un frapp'e. Qui'en va a Starbucks/McCaf'e y me trae uno? :c,1,0,starbucks
Que pasa con movistar esta malisimo como siempre,0,1,movistar
Pero es q esta FatalRT @JackelynDiaz: @MiliUrdaneta: Es mi tel'efono o la se'nal de Movistar esta P'esima?// por eso se llama Mugrestar..LoL,0,1,movistar
Yeahh RT @SEMANAeconomica Movistar y Samsung lanzan en el Per'u el Galaxy S II | Semana Econ'omica http://j.mp/qvEKg7,1,0,movistar
Como m molesta telcel,0,1,telcel
Â¿Listo para conocer todos los secretos de la familia Kennedy? Disfruta por Movistar TV de la nueva miniserie Los... http://fb.me/170Bgj3Ug,1,0,movistar
#urnavirtual Â¿Decir puto #Telmex es una redundancia?,0,1,telmex
Y c'inicamente le van a perdonar la #Telcel la multa por 1000 millones de usd que le impuso la #COFECO... #quepocamadre!!!,0,1,telcel
â€œ@pebutron: @covebycove son peores que las dependencias del Gobierno. 100% prefiero ir al MP que a un centro TELCEL #amomexicoâ€ù// a huevo,0,1,telcel
Para que movistar regala mb si esta pat'etico el servicio.,0,1,movistar
"que bonito! @iusacell y @clubmovistarmx si tienen se'nal aqui y @nextelmx no, jajaja asi puedo twittear en los descansos http://ow.ly/i/e9CH",1,0,iusacell
Aqu'i un video de lo que veremos en el Gran Desfile @Telcel de la Ciudad de M'exico @DesfileMX http://t.co/DiqXiPK,1,0,telcel
"Mjes de Red Ocupada, errores de gateway, falta de 3G, escuchar destino movistar y no conectar la llamada. Un servicio bien garcha, eh.",0,1,movistar
movistar es una mierda!!! de pana  el internet es muy lento!!!!,0,1,movistar
#Iusacell #mecagas aveces pero me das Ventajas con #Android (: #MeGusta,0,1,iusacell
#terribleservicio Telcel solo dire que cada dia pagas mas...,0,1,telcel
Y el canal qe qiero ver no se ve! Malditos de #megacable :/,0,1,megacable
R.A Costa del equipo #Movistar ganador de la 8va etapa del Tour de Francia 2011.Despu'es de muchas complicaciones excelente @Presid_Movistar,0,1,movistar
"he estado toda la tarde sin internet .. movistar de mierda Â¬Â¬ , menos mal hay vecinos generosos qe no ponen clave a su Wifi xd",0,1,movistar
Pasar por un starbucks a estas horas #EsVida pero por supuesto que sii!!,1,0,starbucks
MOVISTAR CO'nOOO  si la cagass en momentos criticos pones estas mierdas en gsm,0,1,movistar
Despu'es de una hora termin'e de escribir la queja contra @IUSACELL y @AdrianSteckel. Ojala me den buena ate,0,1,iusacell
coon @marcoalberdi en Starbucks coffee.! :D jaja casi muero de risa con la pregunta del amigo jajajajaja :D #LaCuspiide,1,0,starbucks
ya me van a poner Dish lml mueraan megacable,0,1,megacable
Hoy le digo #hastanunca #telcel bienvenido #Movistar con un #iPhone blanco y q servicio tan bueno,0,1,telcel
Por qu'e los de Movistar son tan........ eso? Â¬Â¬ Â¬Â¬,0,1,movistar
Movistar y Movilnet se odian por eso no recivo ni se envian mis mensajes. #Fail,0,1,movistar
Sigue siendo una mierda la red de telcel ! Nada mas llueve y vale madre la pendejada esta! #chingatumadretelcel,0,1,telcel
"Con #clubmovistar obt'en hasta un 65% de dcto en el outlet de Adrenalin Â¡S'olo este 15, 16 y 17 de julio! http://mvst.cl/descou",1,0,movistar
no se si @Telmex no sabe hacer sus modens bien o su se'nal es persima cuando llueve pero se va mucho mi internet :@,0,1,telmex
"Pin lentisimo de nuevo... Telcel, lo has hecho de nuevo :/",0,1,telcel
Es una mamada aqu'i en este rancho la se'nal de Movistar 3G es mucho mas chingona que en el DF por que?,0,1,movistar
La rebaja de Moody's a bancos lusos eleva el riesgo de Espa'na a 274 puntos http://t.co/s2ypjaB Si falta puntos yo tengo 22000 de movistar,1,0,movistar
"#Telcel extra'no mi BB, para cuando pues?",0,1,telcel
Movistar me hace boicot... pero ya vereis...les llamo les amenazo con que me cambio de compa'nia y me ofrecer'an mejores precios y moviles!,0,1,movistar
Co'no hoy es el maraton Potterico? :/ malvado Movistar no aviso la puta alarma :@,0,1,movistar
Quiero un #Starbucks son demasiado buenos! :DD =P,1,0,starbucks
Comi'endome un yogur~~ Y acabando Documentaci'on~~ Y esperando a que lo hijos de puta de movistar vengan a ver que le pasa a mi internet~~,0,1,movistar
"Si mi mama presionara a los de telmex la mitad de lo que yo la presiono a ella, ya tendriamos internet",0,1,telmex
As'i es ;) RT @ferraratwiter: @Vilmanunez un aplauso pa movistar;),1,0,movistar
Mas pat'etico que Starbucks a las 9AM en ciudad empresarial. NO recomendado. Repito. NO recomendado. Lento. Deleznable.,1,0,starbucks
"porque no funcionan los sms @Telcel ? no es el equipo, cada tercer dia me pasa!!",0,1,telcel
"mov'istar me regala min, y yo sin saldo para usarlos. Â¡Divertido!",1,0,movistar
"Motorola y Iusacell presentaron al Motorola PRO, un smartphone con Android y funciones empresariales. http://bit.ly/nJwcrF | SPK",1,0,iusacell
Ahi les va una fotito de las sorpresas en la invasion android de @iusacell en la cibeles #condesa140 http://bit.ly/nAWPdj,1,0,iusacell
DIOS MIO QUE MALA LA SE'nAL DE MOVISTAR!!!!!! @movistarve_atc @Presid_Movistar,0,1,movistar
y por lo mismo no puedo usar BBM cc @IUSACELL,0,1,iusacell
"Rumbo a El Paso.Ni'nos, el EDGE de Telcel es caro. MUY caro.",0,1,telcel
HOLA @Miguel_rc_ve  BUEN DIA =) coye tendre que volver a comprarme un SIM MOVISTAR tiene full cosas nuevas e interesantes para el cliente...,0,1,movistar
"Este jueves Starbucks prepara su Coffee Tasting, no te lo pierdas si eres amante del caf'e. http://t.co/mTNEr6Y",1,0,starbucks
A ver hijos d la chingada @Telcel cuando me van a bonificar lo que me cobraron por adelantado  para eso si son unos chingones.,0,1,telcel
Listo Carta hecho para cancelar el internet de movistar! telef'onica telecom estaremos contigo jajajaja,0,1,movistar
aaaah!! de verdad que ya me hart'o Movistar con tantos mensajeees :/,0,1,movistar
"Hola, trabajas para @Iusacell? T'u si me puedes ayudar?",0,1,iusacell
*Tema* *Gratis* *BlackBerry* Enrique Iglesias de Movistar 85xx/ 8900/ 9100/ 93xx/ 97xx/ 9800: Este tema le permi... http://bit.ly/niJiJl,1,0,movistar
Por fin funcion'o mi Cel... Gracias #Telcel por tu servicio tan tercermuindista!,0,1,telcel
No estar'ia nada mal en estos momentos ir por un starbucks o un helado.,1,0,starbucks
